store_nbr,month_dt,zero_sales_flg,sum_unit_sales,first_act_month,mob,to_predict_flg,mobs_to_predict_list,target
1,2015-11-01,0,290365.781,2013-01-01,34.0,1,"[35.0, 36.0, 37.0]",951338.003
1,2015-12-01,0,349104.995,2013-01-01,35.0,1,"[36.0, 37.0, 38.0]",915922.798
1,2016-01-01,0,313698.498,2013-01-01,36.0,1,"[37.0, 38.0, 39.0]",952925.865
1,2016-02-01,0,288534.51,2013-01-01,37.0,1,"[38.0, 39.0, 40.0]",976664.75
1,2016-03-01,0,313689.79,2013-01-01,38.0,1,"[39.0, 40.0, 41.0]",970646.1669999999
1,2016-04-01,0,350701.565,2013-01-01,39.0,1,"[40.0, 41.0, 42.0]",926927.771
1,2016-05-01,0,312273.395,2013-01-01,40.0,1,"[41.0, 42.0, 43.0]",912970.061
1,2016-06-01,0,307671.207,2013-01-01,41.0,1,"[42.0, 43.0, 44.0]",906309.686
1,2016-07-01,0,306983.169,2013-01-01,42.0,1,"[43.0, 44.0, 45.0]",923512.3589999999
1,2016-08-01,0,298315.685,2013-01-01,43.0,1,"[44.0, 45.0, 46.0]",937365.6699999999
1,2016-09-01,0,301010.832,2013-01-01,44.0,1,"[45.0, 46.0, 47.0]",1000614.0700000001
1,2016-10-01,0,324185.842,2013-01-01,45.0,1,"[46.0, 47.0, 48.0]",1018227.1880000001
1,2016-11-01,0,312168.996,2013-01-01,46.0,1,"[47.0, 48.0, 49.0]",997987.9680000001
1,2016-12-01,0,364259.232,2013-01-01,47.0,1,"[48.0, 49.0, 50.0]",992678.638
1,2017-01-01,0,341798.96,2013-01-01,48.0,1,"[49.0, 50.0, 51.0]",963034.9000000001
1,2017-02-01,0,291929.776,2013-01-01,49.0,1,"[50.0, 51.0, 52.0]",999256.0430000001
1,2017-03-01,0,358949.902,2013-01-01,50.0,1,"[51.0, 52.0, 53.0]",976393.648
1,2017-04-01,0,312155.222,2013-01-01,51.0,1,"[52.0, 53.0, 54.0]",988174.499
1,2017-05-01,0,328150.919,2013-01-01,52.0,1,"[53.0, 54.0, 55.0]",803532.4839999999
1,2017-06-01,0,336087.507,2013-01-01,53.0,1,"[54.0, 55.0, 56.0]",
1,2017-07-01,0,323936.073,2013-01-01,54.0,1,"[55.0, 56.0, 57.0]",
1,2017-08-01,0,143508.904,2013-01-01,55.0,1,"[56.0, 57.0, 58.0]",
2,2013-01-01,0,218534.833,2013-01-01,0.0,0,"[1.0, 2.0, 3.0]",649577.997
2,2013-02-01,0,195284.587,2013-01-01,1.0,0,"[2.0, 3.0, 4.0]",682558.8600000001
2,2013-03-01,0,229064.696,2013-01-01,2.0,0,"[3.0, 4.0, 5.0]",692580.105
2,2013-04-01,0,225228.714,2013-01-01,3.0,0,"[4.0, 5.0, 6.0]",696740.991
2,2013-05-01,0,228265.45,2013-01-01,4.0,0,"[5.0, 6.0, 7.0]",703292.5349999999
2,2013-06-01,0,239085.941,2013-01-01,5.0,0,"[6.0, 7.0, 8.0]",714555.382
2,2013-07-01,0,229389.6,2013-01-01,6.0,0,"[7.0, 8.0, 9.0]",730351.344
2,2013-08-01,0,234816.994,2013-01-01,7.0,0,"[8.0, 9.0, 10.0]",756657.8389999999
2,2013-09-01,0,250348.788,2013-01-01,8.0,0,"[9.0, 10.0, 11.0]",815373.705
2,2013-10-01,0,245185.562,2013-01-01,9.0,0,"[10.0, 11.0, 12.0]",986588.1165
2,2013-11-01,0,261123.489,2013-01-01,10.0,0,"[11.0, 12.0, 13.0]",971332.7736
2,2013-12-01,0,309064.654,2013-01-01,11.0,1,"[12.0, 13.0, 14.0]",1097014.5699
2,2014-01-01,0,416399.9735,2013-01-01,12.0,1,"[13.0, 14.0, 15.0]",952441.7949000001
2,2014-02-01,0,245868.1461,2013-01-01,13.0,1,"[14.0, 15.0, 16.0]",983305.7953000001
2,2014-03-01,0,434746.4503,2013-01-01,14.0,1,"[15.0, 16.0, 17.0]",829406.5449999999
2,2014-04-01,0,271827.1985,2013-01-01,15.0,1,"[16.0, 17.0, 18.0]",976402.3104999999
2,2014-05-01,0,276732.1465,2013-01-01,16.0,1,"[17.0, 18.0, 19.0]",981833.038
2,2014-06-01,0,280847.2,2013-01-01,17.0,1,"[18.0, 19.0, 20.0]",1139303.309
2,2014-07-01,0,418822.964,2013-01-01,18.0,1,"[19.0, 20.0, 21.0]",1163081.212
2,2014-08-01,0,282162.874,2013-01-01,19.0,1,"[20.0, 21.0, 22.0]",1321350.2820000001
2,2014-09-01,0,438317.471,2013-01-01,20.0,1,"[21.0, 22.0, 23.0]",1360390.7192
2,2014-10-01,0,442600.867,2013-01-01,21.0,1,"[22.0, 23.0, 24.0]",1220219.0992
2,2014-11-01,0,440431.944,2013-01-01,22.0,1,"[23.0, 24.0, 25.0]",1044883.9142
2,2014-12-01,0,477357.9082,2013-01-01,23.0,1,"[24.0, 25.0, 26.0]",877729.5850000001
2,2015-01-01,0,302429.247,2013-01-01,24.0,1,"[25.0, 26.0, 27.0]",870493.1529999999
2,2015-02-01,0,265096.759,2013-01-01,25.0,1,"[26.0, 27.0, 28.0]",951909.817
2,2015-03-01,0,310203.579,2013-01-01,26.0,1,"[27.0, 28.0, 29.0]",1088427.733
2,2015-04-01,0,295192.815,2013-01-01,27.0,1,"[28.0, 29.0, 30.0]",1237166.956
2,2015-05-01,0,346513.423,2013-01-01,28.0,1,"[29.0, 30.0, 31.0]",1326343.4810000001
2,2015-06-01,0,446721.495,2013-01-01,29.0,1,"[30.0, 31.0, 32.0]",1337533.4100000001
2,2015-07-01,0,443932.038,2013-01-01,30.0,1,"[31.0, 32.0, 33.0]",1365168.563
2,2015-08-01,0,435689.948,2013-01-01,31.0,1,"[32.0, 33.0, 34.0]",1433892.4139999999
2,2015-09-01,0,457911.424,2013-01-01,32.0,1,"[33.0, 34.0, 35.0]",1511351.311
2,2015-10-01,0,471567.191,2013-01-01,33.0,1,"[34.0, 35.0, 36.0]",1523245.376
2,2015-11-01,0,504413.799,2013-01-01,34.0,1,"[35.0, 36.0, 37.0]",1455558.262
2,2015-12-01,0,535370.321,2013-01-01,35.0,1,"[36.0, 37.0, 38.0]",1385221.973
2,2016-01-01,0,483461.256,2013-01-01,36.0,1,"[37.0, 38.0, 39.0]",1512708.863
2,2016-02-01,0,436726.685,2013-01-01,37.0,1,"[38.0, 39.0, 40.0]",1681943.8429999999
2,2016-03-01,0,465034.032,2013-01-01,38.0,1,"[39.0, 40.0, 41.0]",1660251.632
2,2016-04-01,0,610948.146,2013-01-01,39.0,1,"[40.0, 41.0, 42.0]",1496727.888
2,2016-05-01,0,605961.665,2013-01-01,40.0,1,"[41.0, 42.0, 43.0]",1310949.884
2,2016-06-01,0,443341.821,2013-01-01,41.0,1,"[42.0, 43.0, 44.0]",1316911.418
2,2016-07-01,0,447424.402,2013-01-01,42.0,1,"[43.0, 44.0, 45.0]",1353467.53
2,2016-08-01,0,420183.661,2013-01-01,43.0,1,"[44.0, 45.0, 46.0]",1409872.3599999999
2,2016-09-01,0,449303.355,2013-01-01,44.0,1,"[45.0, 46.0, 47.0]",1520859.171
2,2016-10-01,0,483980.514,2013-01-01,45.0,1,"[46.0, 47.0, 48.0]",1547435.068
2,2016-11-01,0,476588.491,2013-01-01,46.0,1,"[47.0, 48.0, 49.0]",1511125.51
2,2016-12-01,0,560290.166,2013-01-01,47.0,1,"[48.0, 49.0, 50.0]",1462828.209
2,2017-01-01,0,510556.411,2013-01-01,48.0,1,"[49.0, 50.0, 51.0]",1428100.42
2,2017-02-01,0,440278.933,2013-01-01,49.0,1,"[50.0, 51.0, 52.0]",1468727.572
2,2017-03-01,0,511992.865,2013-01-01,50.0,1,"[51.0, 52.0, 53.0]",1427807.699
2,2017-04-01,0,475828.622,2013-01-01,51.0,1,"[52.0, 53.0, 54.0]",1426270.942
2,2017-05-01,0,480906.085,2013-01-01,52.0,1,"[53.0, 54.0, 55.0]",1145260.044
2,2017-06-01,0,471072.992,2013-01-01,53.0,1,"[54.0, 55.0, 56.0]",
2,2017-07-01,0,474291.865,2013-01-01,54.0,1,"[55.0, 56.0, 57.0]",
2,2017-08-01,0,199895.187,2013-01-01,55.0,1,"[56.0, 57.0, 58.0]",
3,2013-01-01,0,496574.281,2013-01-01,0.0,0,"[1.0, 2.0, 3.0]",1473376.9980000001
3,2013-02-01,0,429618.649,2013-01-01,1.0,0,"[2.0, 3.0, 4.0]",1561955.693
3,2013-03-01,0,531686.224,2013-01-01,2.0,0,"[3.0, 4.0, 5.0]",1574657.192
3,2013-04-01,0,512072.125,2013-01-01,3.0,0,"[4.0, 5.0, 6.0]",1579920.916
3,2013-05-01,0,518197.344,2013-01-01,4.0,0,"[5.0, 6.0, 7.0]",1594261.565
3,2013-06-01,0,544387.723,2013-01-01,5.0,0,"[6.0, 7.0, 8.0]",1602914.3399999999
3,2013-07-01,0,517335.849,2013-01-01,6.0,0,"[7.0, 8.0, 9.0]",1634708.336
3,2013-08-01,0,532537.993,2013-01-01,7.0,0,"[8.0, 9.0, 10.0]",1680569.2739999997
3,2013-09-01,0,553040.498,2013-01-01,8.0,0,"[9.0, 10.0, 11.0]",1827210.466
3,2013-10-01,0,549129.845,2013-01-01,9.0,0,"[10.0, 11.0, 12.0]",2274574.3529
3,2013-11-01,0,578398.931,2013-01-01,10.0,0,"[11.0, 12.0, 13.0]",2252612.3583
3,2013-12-01,0,699681.69,2013-01-01,11.0,1,"[12.0, 13.0, 14.0]",2586992.9524
3,2014-01-01,0,996493.7319,2013-01-01,12.0,1,"[13.0, 14.0, 15.0]",2193355.3463000003
3,2014-02-01,0,556436.9364,2013-01-01,13.0,1,"[14.0, 15.0, 16.0]",2263696.2278
3,2014-03-01,0,1034062.2841,2013-01-01,14.0,1,"[15.0, 16.0, 17.0]",1860241.2867
3,2014-04-01,0,602856.1258,2013-01-01,15.0,1,"[16.0, 17.0, 18.0]",2242191.5339
3,2014-05-01,0,626777.8179,2013-01-01,16.0,1,"[17.0, 18.0, 19.0]",2231657.611
3,2014-06-01,0,630607.343,2013-01-01,17.0,1,"[18.0, 19.0, 20.0]",2635338.68
3,2014-07-01,0,984806.373,2013-01-01,18.0,1,"[19.0, 20.0, 21.0]",2683214.731
3,2014-08-01,0,616243.895,2013-01-01,19.0,1,"[20.0, 21.0, 22.0]",3101021.284
3,2014-09-01,0,1034288.412,2013-01-01,20.0,1,"[21.0, 22.0, 23.0]",3208576.224
3,2014-10-01,0,1032682.424,2013-01-01,21.0,1,"[22.0, 23.0, 24.0]",2854974.0199999996
3,2014-11-01,0,1034050.448,2013-01-01,22.0,1,"[23.0, 24.0, 25.0]",2406917.676
3,2014-12-01,0,1141843.352,2013-01-01,23.0,1,"[24.0, 25.0, 26.0]",1956294.457
3,2015-01-01,0,679080.22,2013-01-01,24.0,1,"[25.0, 26.0, 27.0]",1941939.9780000001
3,2015-02-01,0,585994.104,2013-01-01,25.0,1,"[26.0, 27.0, 28.0]",2144206.094
3,2015-03-01,0,691220.133,2013-01-01,26.0,1,"[27.0, 28.0, 29.0]",2521324.95
3,2015-04-01,0,664725.741,2013-01-01,27.0,1,"[28.0, 29.0, 30.0]",2947222.079
3,2015-05-01,0,788260.22,2013-01-01,28.0,1,"[29.0, 30.0, 31.0]",3263757.347
3,2015-06-01,0,1068338.989,2013-01-01,29.0,1,"[30.0, 31.0, 32.0]",3338781.6950000003
3,2015-07-01,0,1090622.87,2013-01-01,30.0,1,"[31.0, 32.0, 33.0]",3402405.381
3,2015-08-01,0,1104795.488,2013-01-01,31.0,1,"[32.0, 33.0, 34.0]",3429536.88
3,2015-09-01,0,1143363.337,2013-01-01,32.0,1,"[33.0, 34.0, 35.0]",3552819.7630000003
3,2015-10-01,0,1154246.556,2013-01-01,33.0,1,"[34.0, 35.0, 36.0]",3577073.5889999997
3,2015-11-01,0,1131926.987,2013-01-01,34.0,1,"[35.0, 36.0, 37.0]",3495401.916
3,2015-12-01,0,1266646.22,2013-01-01,35.0,1,"[36.0, 37.0, 38.0]",3339103.7709999997
3,2016-01-01,0,1178500.382,2013-01-01,36.0,1,"[37.0, 38.0, 39.0]",3370315.994
3,2016-02-01,0,1050255.314,2013-01-01,37.0,1,"[38.0, 39.0, 40.0]",3467755.2749999994
3,2016-03-01,0,1110348.075,2013-01-01,38.0,1,"[39.0, 40.0, 41.0]",3407635.1040000003
3,2016-04-01,0,1209712.605,2013-01-01,39.0,1,"[40.0, 41.0, 42.0]",3274986.2909999997
3,2016-05-01,0,1147694.595,2013-01-01,40.0,1,"[41.0, 42.0, 43.0]",3164961.654
3,2016-06-01,0,1050227.904,2013-01-01,41.0,1,"[42.0, 43.0, 44.0]",3214666.5930000003
3,2016-07-01,0,1077063.792,2013-01-01,42.0,1,"[43.0, 44.0, 45.0]",3309556.193
3,2016-08-01,0,1037669.958,2013-01-01,43.0,1,"[44.0, 45.0, 46.0]",3440264.9230000004
3,2016-09-01,0,1099932.843,2013-01-01,44.0,1,"[45.0, 46.0, 47.0]",3685123.2060000002
3,2016-10-01,0,1171953.392,2013-01-01,45.0,1,"[46.0, 47.0, 48.0]",3755793.7970000003
3,2016-11-01,0,1168378.688,2013-01-01,46.0,1,"[47.0, 48.0, 49.0]",3665710.988
3,2016-12-01,0,1344791.126,2013-01-01,47.0,1,"[48.0, 49.0, 50.0]",3560789.6669999994
3,2017-01-01,0,1242623.983,2013-01-01,48.0,1,"[49.0, 50.0, 51.0]",3484262.6109999996
3,2017-02-01,0,1078295.879,2013-01-01,49.0,1,"[50.0, 51.0, 52.0]",3576602.383
3,2017-03-01,0,1239869.805,2013-01-01,50.0,1,"[51.0, 52.0, 53.0]",3488100.3499999996
3,2017-04-01,0,1166096.927,2013-01-01,51.0,1,"[52.0, 53.0, 54.0]",3481557.9820000003
3,2017-05-01,0,1170635.651,2013-01-01,52.0,1,"[53.0, 54.0, 55.0]",2814817.106
3,2017-06-01,0,1151367.772,2013-01-01,53.0,1,"[54.0, 55.0, 56.0]",
3,2017-07-01,0,1159554.559,2013-01-01,54.0,1,"[55.0, 56.0, 57.0]",
3,2017-08-01,0,503894.775,2013-01-01,55.0,1,"[56.0, 57.0, 58.0]",
4,2013-01-01,0,209295.86,2013-01-01,0.0,0,"[1.0, 2.0, 3.0]",614681.9569999999
4,2013-02-01,0,183875.168,2013-01-01,1.0,0,"[2.0, 3.0, 4.0]",645113.371
4,2013-03-01,0,222346.66,2013-01-01,2.0,0,"[3.0, 4.0, 5.0]",642630.784
4,2013-04-01,0,208460.129,2013-01-01,3.0,0,"[4.0, 5.0, 6.0]",645258.6950000001
4,2013-05-01,0,214306.582,2013-01-01,4.0,0,"[5.0, 6.0, 7.0]",636711.145
4,2013-06-01,0,219864.073,2013-01-01,5.0,0,"[6.0, 7.0, 8.0]",633265.233
4,2013-07-01,0,211088.04,2013-01-01,6.0,0,"[7.0, 8.0, 9.0]",639818.117
4,2013-08-01,0,205759.032,2013-01-01,7.0,0,"[8.0, 9.0, 10.0]",660891.9469999999
4,2013-09-01,0,216418.161,2013-01-01,8.0,0,"[9.0, 10.0, 11.0]",720567.4269999999
4,2013-10-01,0,217640.924,2013-01-01,9.0,0,"[10.0, 11.0, 12.0]",873498.9141
4,2013-11-01,0,226832.862,2013-01-01,10.0,0,"[11.0, 12.0, 13.0]",863214.6963
4,2013-12-01,0,276093.641,2013-01-01,11.0,1,"[12.0, 13.0, 14.0]",974938.7014
4,2014-01-01,0,370572.4111,2013-01-01,12.0,1,"[13.0, 14.0, 15.0]",849086.919
4,2014-02-01,0,216548.6442,2013-01-01,13.0,1,"[14.0, 15.0, 16.0]",883053.3705
4,2014-03-01,0,387817.6461,2013-01-01,14.0,1,"[15.0, 16.0, 17.0]",745347.9531
4,2014-04-01,0,244720.6287,2013-01-01,15.0,1,"[16.0, 17.0, 18.0]",876166.4194
4,2014-05-01,0,250515.0957,2013-01-01,16.0,1,"[17.0, 18.0, 19.0]",886362.8526999999
4,2014-06-01,0,250112.2287,2013-01-01,17.0,1,"[18.0, 19.0, 20.0]",1051703.666
4,2014-07-01,0,375539.095,2013-01-01,18.0,1,"[19.0, 20.0, 21.0]",1087239.007
4,2014-08-01,0,260711.529,2013-01-01,19.0,1,"[20.0, 21.0, 22.0]",1214610.898
4,2014-09-01,0,415453.042,2013-01-01,20.0,1,"[21.0, 22.0, 23.0]",1222875.6297
4,2014-10-01,0,411074.436,2013-01-01,21.0,1,"[22.0, 23.0, 24.0]",1082098.7447
4,2014-11-01,0,388083.42,2013-01-01,22.0,1,"[23.0, 24.0, 25.0]",931613.1647
4,2014-12-01,0,423717.7737,2013-01-01,23.0,1,"[24.0, 25.0, 26.0]",782998.972
4,2015-01-01,0,270297.551,2013-01-01,24.0,1,"[25.0, 26.0, 27.0]",767517.654
4,2015-02-01,0,237597.84,2013-01-01,25.0,1,"[26.0, 27.0, 28.0]",833837.664
4,2015-03-01,0,275103.581,2013-01-01,26.0,1,"[27.0, 28.0, 29.0]",949417.009
4,2015-04-01,0,254816.233,2013-01-01,27.0,1,"[28.0, 29.0, 30.0]",1071918.086
4,2015-05-01,0,303917.85,2013-01-01,28.0,1,"[29.0, 30.0, 31.0]",1148984.325
4,2015-06-01,0,390682.926,2013-01-01,29.0,1,"[30.0, 31.0, 32.0]",1167403.827
4,2015-07-01,0,377317.31,2013-01-01,30.0,1,"[31.0, 32.0, 33.0]",1204538.329
4,2015-08-01,0,380984.089,2013-01-01,31.0,1,"[32.0, 33.0, 34.0]",1234295.178
4,2015-09-01,0,409102.428,2013-01-01,32.0,1,"[33.0, 34.0, 35.0]",1284229.895
4,2015-10-01,0,414451.812,2013-01-01,33.0,1,"[34.0, 35.0, 36.0]",1305709.335
4,2015-11-01,0,410740.938,2013-01-01,34.0,1,"[35.0, 36.0, 37.0]",1288246.4780000001
4,2015-12-01,0,459037.145,2013-01-01,35.0,1,"[36.0, 37.0, 38.0]",1242295.033
4,2016-01-01,0,435931.252,2013-01-01,36.0,1,"[37.0, 38.0, 39.0]",1243561.946
4,2016-02-01,0,393278.081,2013-01-01,37.0,1,"[38.0, 39.0, 40.0]",1272151.096
4,2016-03-01,0,413085.7,2013-01-01,38.0,1,"[39.0, 40.0, 41.0]",1248599.291
4,2016-04-01,0,437198.165,2013-01-01,39.0,1,"[40.0, 41.0, 42.0]",1208524.578
4,2016-05-01,0,421867.231,2013-01-01,40.0,1,"[41.0, 42.0, 43.0]",1156778.323
4,2016-06-01,0,389533.895,2013-01-01,41.0,1,"[42.0, 43.0, 44.0]",1161327.7570000002
4,2016-07-01,0,397123.452,2013-01-01,42.0,1,"[43.0, 44.0, 45.0]",1197749.411
4,2016-08-01,0,370120.976,2013-01-01,43.0,1,"[44.0, 45.0, 46.0]",1255112.507
4,2016-09-01,0,394083.329,2013-01-01,44.0,1,"[45.0, 46.0, 47.0]",1340142.588
4,2016-10-01,0,433545.106,2013-01-01,45.0,1,"[46.0, 47.0, 48.0]",1365657.817
4,2016-11-01,0,427484.072,2013-01-01,46.0,1,"[47.0, 48.0, 49.0]",1336492.037
4,2016-12-01,0,479113.41,2013-01-01,47.0,1,"[48.0, 49.0, 50.0]",1319487.0990000002
4,2017-01-01,0,459060.335,2013-01-01,48.0,1,"[49.0, 50.0, 51.0]",1273843.358
4,2017-02-01,0,398318.292,2013-01-01,49.0,1,"[50.0, 51.0, 52.0]",1287247.742
4,2017-03-01,0,462108.472,2013-01-01,50.0,1,"[51.0, 52.0, 53.0]",1227938.504
4,2017-04-01,0,413416.594,2013-01-01,51.0,1,"[52.0, 53.0, 54.0]",1217675.3299999998
4,2017-05-01,0,411722.676,2013-01-01,52.0,1,"[53.0, 54.0, 55.0]",981809.557
4,2017-06-01,0,402799.234,2013-01-01,53.0,1,"[54.0, 55.0, 56.0]",
4,2017-07-01,0,403153.42,2013-01-01,54.0,1,"[55.0, 56.0, 57.0]",
4,2017-08-01,0,175856.903,2013-01-01,55.0,1,"[56.0, 57.0, 58.0]",
5,2013-01-01,0,206884.828,2013-01-01,0.0,0,"[1.0, 2.0, 3.0]",599305.7609999999
5,2013-02-01,0,189681.024,2013-01-01,1.0,0,"[2.0, 3.0, 4.0]",624921.7119999999
5,2013-03-01,0,211222.253,2013-01-01,2.0,0,"[3.0, 4.0, 5.0]",623526.9670000001
5,2013-04-01,0,198402.484,2013-01-01,3.0,0,"[4.0, 5.0, 6.0]",638968.547
5,2013-05-01,0,215296.975,2013-01-01,4.0,0,"[5.0, 6.0, 7.0]",647205.878
5,2013-06-01,0,209827.508,2013-01-01,5.0,0,"[6.0, 7.0, 8.0]",640595.661
5,2013-07-01,0,213844.064,2013-01-01,6.0,0,"[7.0, 8.0, 9.0]",625157.262
5,2013-08-01,0,223534.306,2013-01-01,7.0,0,"[8.0, 9.0, 10.0]",611266.411
5,2013-09-01,0,203217.291,2013-01-01,8.0,0,"[9.0, 10.0, 11.0]",707447.694
5,2013-10-01,0,198405.665,2013-01-01,9.0,0,"[10.0, 11.0, 12.0]",840591.5183
5,2013-11-01,0,209643.455,2013-01-01,10.0,0,"[11.0, 12.0, 13.0]",843185.7575000001
5,2013-12-01,0,299398.574,2013-01-01,11.0,1,"[12.0, 13.0, 14.0]",886209.5631
5,2014-01-01,0,331549.4893,2013-01-01,12.0,1,"[13.0, 14.0, 15.0]",764175.9196
5,2014-02-01,0,212237.6942,2013-01-01,13.0,1,"[14.0, 15.0, 16.0]",788115.1434
5,2014-03-01,0,342422.3796,2013-01-01,14.0,1,"[15.0, 16.0, 17.0]",675291.6615
5,2014-04-01,0,209515.8458,2013-01-01,15.0,1,"[16.0, 17.0, 18.0]",820132.0667000001
5,2014-05-01,0,236176.918,2013-01-01,16.0,1,"[17.0, 18.0, 19.0]",836088.9797
5,2014-06-01,0,229598.8977,2013-01-01,17.0,1,"[18.0, 19.0, 20.0]",933128.7309999999
5,2014-07-01,0,354356.251,2013-01-01,18.0,1,"[19.0, 20.0, 21.0]",912120.752
5,2014-08-01,0,252133.831,2013-01-01,19.0,1,"[20.0, 21.0, 22.0]",996088.772
5,2014-09-01,0,326638.649,2013-01-01,20.0,1,"[21.0, 22.0, 23.0]",1114008.226
5,2014-10-01,0,333348.272,2013-01-01,21.0,1,"[22.0, 23.0, 24.0]",1032613.658
5,2014-11-01,0,336101.851,2013-01-01,22.0,1,"[23.0, 24.0, 25.0]",921590.233
5,2014-12-01,0,444558.103,2013-01-01,23.0,1,"[24.0, 25.0, 26.0]",723027.38
5,2015-01-01,0,251953.704,2013-01-01,24.0,1,"[25.0, 26.0, 27.0]",695683.781
5,2015-02-01,0,225078.426,2013-01-01,25.0,1,"[26.0, 27.0, 28.0]",755271.781
5,2015-03-01,0,245995.25,2013-01-01,26.0,1,"[27.0, 28.0, 29.0]",848651.668
5,2015-04-01,0,224610.105,2013-01-01,27.0,1,"[28.0, 29.0, 30.0]",973691.4739999999
5,2015-05-01,0,284666.426,2013-01-01,28.0,1,"[29.0, 30.0, 31.0]",999961.0119999999
5,2015-06-01,0,339375.137,2013-01-01,29.0,1,"[30.0, 31.0, 32.0]",953047.843
5,2015-07-01,0,349649.911,2013-01-01,30.0,1,"[31.0, 32.0, 33.0]",908691.4450000001
5,2015-08-01,0,310935.964,2013-01-01,31.0,1,"[32.0, 33.0, 34.0]",893576.7149999999
5,2015-09-01,0,292461.968,2013-01-01,32.0,1,"[33.0, 34.0, 35.0]",993416.0589999999
5,2015-10-01,0,305293.513,2013-01-01,33.0,1,"[34.0, 35.0, 36.0]",989725.104
5,2015-11-01,0,295821.234,2013-01-01,34.0,1,"[35.0, 36.0, 37.0]",970449.453
5,2015-12-01,0,392301.312,2013-01-01,35.0,1,"[36.0, 37.0, 38.0]",875073.1810000001
5,2016-01-01,0,301602.558,2013-01-01,36.0,1,"[37.0, 38.0, 39.0]",868429.1259999999
5,2016-02-01,0,276545.583,2013-01-01,37.0,1,"[38.0, 39.0, 40.0]",898238.9400000001
5,2016-03-01,0,296925.04,2013-01-01,38.0,1,"[39.0, 40.0, 41.0]",883937.227
